ID,TITLE,LYRICS,God,Travel,Religion,Post-traumatic,Psychotic,Party,Nostalgia,Feminism,Relationship,Drugs,Personality-disorder,Maniac,Vengeance,Poverty,Adventure,College,Masculism,Mindset,Personal-Style,Obsessive-compulsive,Freedom,Loneliness,Chaos,Break-up,Sadness,Future,Nightlife,Narcissist,Capitalism,Friendship,Childhood,Youthful,Brave,Love,Riot,Family,Regreat,Country-Life,Free-Speech,Prostitution,Society,Servitude,Depression,Hope,Money,Selfishness,Respect,Fear,Celebration,Happiness,Disappointment
166, Joy Comes In The Morning ,knelt beside rubble aching broken heart things gave life fell apart first acquainted sorrow grief pain master promised sunshine rain chours hold child joy comes morning weeping last night hold child joy comes morning darkest hour means dawn sight invest seeds trust god mountains ca move risked life things prove give things keep lose way find joy god chours hold child joy comes morning weeping last night hold child joy comes morning darkest hour means dawn sight yes darkest hour means dawn sight sight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24, Blue Skies ,version blue skies smilin nothin blue skies see bluebirds singin song nothin bluebirds day long never saw sun shinin bright never saw things goin right noticing days hurrying love fly blue days gone nothin blue skies blue skies smilin nothin blue skies see never saw sun shinin bright never saw things goin right noticing days hurrying love fly blue days gone nothin blue skies version blue blue could day cloudy day good luck came door skies gray gray anymore blue skies smiling nothing blue skies see bluebirds singing song nothing bluebirds day long never saw sun shining bright never saw things going right noticing days hurrying love fly blue days gone nothing blue skies care wind blows east west fret worst looks like best mind say ca true smile exactly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26, I Will Always Love You ,stay well would way go yet know think step way always love always love memories taking oh please cry know need always love always love hope life treat kind hope ever dreamed oh wish joy wish happiness wish love love always love always always love always love always love always love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27, In Case You Didn't Know ,ca count times almost said mind day wrote things say baby know mmm goes case know baby crazy ya would lyin said could live life without ya even though tell time heart long long time ago case know way look tonight second glass wine something kiss girl got one things mmm time hear case know baby crazy ya would lyin said could live life without ya even though tell time heart long long time ago case know got belong yeah everything case know crazy ya would lyin said could live life without ya even though tell time heart long long time ago yeah heart long long time ago mmm case know know know case know ow ow ow ow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20, Forevermore ,times want look face stars night times want feel embrace cold night cant believe mine dream knew never thought would right cant compare anything world need forevermore years ive longed hold arms dreaming every night watching stars fall wishing would mine cant believe mine time changes end sure star keeps going love forevermore wishing would mine cant believe mine dream knew never thought would right cant compare anything world endless forever love stay together need forever endless forever love stay together need forevermore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23, Lily Was Here (DNA Remix) ,sorry seem uninterested oh oh indifferent truly ai got business since friends came kick really would rather home room people even care well dance ask need boyfriend go back please enjoy party somewhere corner clouds marijuana boy hardly hear music listen wan na get tell friends oh oh oh oh oh oh oh oh oh asked doin oh oh oh oh oh oh ca wait break excuse seem little unimpressed antisocial pessimist usually mess know mean best intentions bother honestly rather somewhere people kick listen music message like usually discuss big dreams plan take planet pardon manners hope understand ooh kitchen girl always gossipin friends oh tell ooh right next boy throwin ca take cup oh god oh oh oh oh oh oh oh oh oh asked doin oh oh oh oh oh oh ca wait break oh oh oh oh oh oh oh oh oh asked doin oh oh oh oh oh oh ca wait break oh oh oh oh,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161, My Wish ,hope days come easy moments pass slow road leads want go faced choice choose hope choose one means one door opens another door closed hope keep walkin till find window cold outside show world warmth smile anything anything wish life becomes want dreams stay big worries stay small never need carry hold getting getting hope know somebody loves wants things yeah wish hope never look back ya never forget ones love place left hope always forgive never regret help somebody every chance get oh find god grace every mistake always give take anything yeah anything wish life becomes want dreams stay big worries stay small never need carry hold getting getting hope know somebody loves wants things yeah wish yeah wish life becomes want dreams stay big worries stay small never need carry hold gettin gettin hope know somebody loves wants things yeah wish wish hope know somebody loves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162, Here I Am Lord ,lord sea sky heard people cry dwell dark sin hand save made stars night make darkness bright bear light shall send lord lord heard calling night go lord lead hold people heart lord snow rain born peoples pain wept love turn away break hearts stone give hearts love alone speak word shall send lord lord heard calling night go lord lead hold people heart lord wind flame tend poor lame set feast hand save finest bread provide till hearts satisfied give life shall send lord lord heard calling night go lord lead hold people heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
348, Jesus Doesn't Want Me For A Sunbeam ,jesus want sunbeam sunbeams made like expect cry reasons die ever ask love expect cry expect lie expect die live jesus want sunbeam sunbeams made like expect cry reasons die ever ask love expect cry expect lie expect die live expect cry expect lie expect die live jesus want sunbeam sunbeams made like expect cry reasons die ever ask love expect cry expect lie expect die expect cry expect lie expect die live,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119, Beer Barrel Polka (Roll Out The Barrel) ,garden garden happy faces bloom never room worry gloom oh music dancing lot sweet romancing play polka get swing every time hear everybody feels want throw cares away go hear rumble floor floor big surprise waiting couples form ring miles around hear sing roll barrel barrel fun roll barrel got blues run zing boom tararrel ring song good cheer time roll barrel gang hear rumble big surprise waiting couples form ring miles around hear sing dree mopado theedo roll roll roll barrel sing song good cheer whole gang roll roll let beer barrel polka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1155, Aneurysm ,come twist fit love much makes sick come twist beat outta beat outta beat outta beat outta beat outta beat outta beat outta beat outta come twist fit love much makes sick come shoot shit beat outta beat outta beat outta beat outta beat outta beat outta beat outta beat outta keeps pumpin straight heart keeps pumpin straight heart keeps pumpin straight heart keeps pumpin straight heart keeps pumpin straight heart keeps pumpin straight heart keeps pumpin straight heart keeps pumpin straight heart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121, Have Yourself a Merry Little Christmas ,merry little christmas let heart light troubles sight merry little christmas make gay troubles miles away olden days happy golden days yore faithful friends dear us gather near us years together fates allow hang shining star upon highest bough merry little christmas olden days happy golden days yore faithful friends dear us gather near us years together fates allow hang shining star upon highest bough merry little christmas merry christmas merry christmas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123, Loving You ,loving easy beautiful making love wan na loving dream come true everything loving la la la la la la la la la la la la la la la la la la la la doo ohhhhhhhh one else make feel colors bring stay grow old live day springtime loving made life beautiful everyday life filled loving loving see soul come shining everytime oohh love la la la la la la la la la la la la la la la la la la la la doo ohhhhhhhh one else make feel colors bring stay grow old live day springtime loving easy beautiful every day life filled loving loving see soul come shining everytime oohh love la la la la la la la la la la la la la la la la la la la la la doo oohhhhh,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126, Always On My Mind ,maybe love quite often could maybe treat quite good made feel second best girl sorry blind always mind always mind maybe hold lonely lonely times guess never told happy mine little things said done never took time always mind always mind tell tell sweet love died give give one chance keep satisfied keep satisfied little things said done never took time always mind always mind always mind always mind always mind always mind,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128, A Little Dive Bar in Dahlonega ,bag packed first love leaver heart cracked double dreamer homesick grass greener slice mama peach pie flat broke couch cushion gas money worker bee ai gettin honey missin someone gunnin brighter lights break ups break us break wrong turn takes ya little dive bar dahlonega hear song band saves ya man hittin rock bottom smoke got nothing going right makin best worst day kinda night got number wan na drunk dial good friend ai seen slow dance left boots chance puttin new roots break ups break us break wrong turn takes ya little dive bar dahlonega hear song band saves ya man hittin rock bottom smoke got nothing going right makin best worst day kinda night break ups break us break wrong turn takes ya little dive bar dahlonega meet girl outside atlanta hittin rock bottom smoke got nothing going right singin along drink raised pretty little blonde thing looking way makin best worst day kinda night makin best worst day kinda night oooooh break ups kinda night,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129, On The Road Again ,road ca wait get road life love making music friends ca wait get road road goin places never seein things may never see ca wait get road road like band gypsies go highway best friends insisting world keep turning way way road ca wait get road life love makin music friends ca wait get road road like band gypsies go highway best friends insisting world keep turning way way road ca wait get road life love makin music friends ca wait get road ca wait get road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59, Seven Spanish Angels ,looked brown eyes said say prayer threw arms around whispered god keep us free could hear riders coming said last fight take back texas wo take back alive seven spanish angels alter sun praying lovers valley guns battle stopped smoke cleared thunder throne seven spanish angels took another angel home reached picked gun lay smokin hand said father please forgive ca make without man knew gun empty knew could win final prayer answered rifles fired seven spanish angels alter sun praying lovers valley guns battle stopped smoke cleared thunder throne seven spanish angels took another angel home seven spanish angels alter sun praying lovers valley guns battle stopped smoke cleared thunder throne seven spanish angels took another angel home alright john help seven spanish angels alter sun praying lovers valley guns battle stopped smoke cleared thunder throne seven spanish angels took another angel home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58, Coal Miner's Daughter ,well born coal miner daughter cabin hill butcher holler poor love one thing daddy made sure shoveled coal make poor man dollar daddy worked night vanleer coal mines day long field corn mommy rocked babies night read bible light would start come break morn daddy loved raised eight kids miner pay mommy scrubbed clothes washboard ever day seen fingers bleed complain need smile mommy understanding way summertime shoes wear wintertime get brand new pair mail order catalog money made sellin hog daddy always managed get money somewhere yeah proud coal miner daughter remember well well drew water work done hard night sleep worked hard never thought ever leaving butcher holler well lot things changed since way back good back home much left floor nothing lives anymore except coal miner daughter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
55, Everything Is Beautiful ,jesus loves little children children world red yellow black white precious sight jesus loves little children world everything beautiful way like starry summer night snow covered winter day everybody beautiful way god heaven world gon na find way none blind see must close minds must let thoughts free every hour passes know world gets little bit older time realize people lies eyes beholder everything beautiful way like starry summer night snow covered winter day sing children everybody beautiful way god heaven world gon na find way care length hair color skin worry shows without love lives within gon na get old everything gon na work fine take little time look good side friend spittle mind everything beautiful way like starry summer night snow covered winter day sing children everybody beautiful way god heaven world gon na find way one time everything beautiful way like starry summer night snow covered winter day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54, Johnny Guitar ,play guitar play johnny maybe cold warm inside always fool johnny one call johnny guitar play johnny guitar go stay love cruel kind know never man like johnny like one call johnny guitar never man like johnny like one call johnny guitar play johnny guitar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57, Remember When ,remember young time stood still love knew first made love cried remember remember vowed vows walked walk gave hearts made start hard lived learned life threw curves joy hurt remember remember old ones died new born life changed disassembled rearranged came together fell apart broke hearts remember remember sound little feet music danced week week brought back love found trust vowed never give remember remember thirty seemed old lookin back steppin stone said remember remember said turned gray children grow move away wo sad glad life remember remember remember,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56, Mom ,little baby told god hey kinda scared really know want go looks like little blue ball great big place small ca stay make mad want god said oh child course somebody special waiting chorus hush baby cry someone waiting whose goal life makin sure always gon na alright loving angel tender tough strong almost time go meet mom never better friend warmer touch tuck kiss bruises bumps scrapes anytime hurt heart gon na break chorus talking make sure listen close gon na teach everything ever need know like mind manners love laugh dream put path bring back hush little baby cry someone waiting whose goal life making sure always gon na alright loving angel tender tough strong come child time meet mom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51, Stronger Than Me ,stronger years longer know supposed man pale comparison think always wan na talk care always comfort need stroke hair forgotten young love joy feel like lady lady boy stronger instead longer frozen turkey always put control need man live role always wan na talk ok always comfort every day need gay forgotten young love joy feel like lady lady boy said respect made earn thought many lessons said know love get grip sound reading tired script gon na meet mother anytime wan na grip body mine tell think crime forgotten young love joy feel like lady lady boy stronger stronger stronger stronger,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50, Go Rest High On That Mountain ,know life earth troubled could know pain afraid face devil stranger rain chorus go rest high mountain son work earth done go heaven love father son oh cried day left us gathered round grave grieve wish could see angels faces hear sweet voice sing go rest high mountain son work earth done go heaven love father son instrumental go rest high mountain cause son work earth done go heaven love father son go heaven love father son,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52," Don't Worry, Be Happy ",little song wrote might want sing note note worry happy every life trouble worry make double worry happy worry happy ooh worry woo happy woo worry happy worry woo happy worry happy ai got place lay head somebody came took bed worry happy landlord say rent late may litigate worry happy look happy worry happy give phone number worried call make happy worry woo happy woo ai got cash ai got style ai got gal make smile worry happy worried face frown bring everybody worry happy worry happy worry happy woo worry happy worry woo happy woo worry happy song wrote hope learned note note like good little children worry happy listen say life expect trouble worry make double worry happy happy happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
295, A Mistake ,gon na make mistake gon na purpose gon na waste time cuz full tick scratching surface find mine day done look back fact fun fumbling around advice shunned ran told run sure fun gon na fuck gon na another detour unpave path wan na make sense whatcha looking good math find way back fact may stay may acquired quite taste mistake wan na make mistake ca make mistake always think almost always everybody good wan na right course really wan na feel forced answer hell acquired quite taste mistake wan na make mistake ca make mistake always think almost always everybody good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291, In The Light ,feel ca go sinkin low believe ca go wrong light find road find road oh ever believe could leave standing cold know feels slipped depths soul baby want show clear view every bend road listen oh really would honey would oh would share load let share load ooh let share share load feel ca go light find road though winds change may blow around always love pain devour never alone would share load would share load baby let oh let everybody needs light light light light light light light light light light light light ooh yeah light light light light,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985, I'm Not Down ,true rich man leads sad life day day poor lives judgment day nothing say beat thrown shown grown faced gang jeering strange streets nerves pumping fought fear run done beat thrown shown grown lived kind day none sorrows go away goes hit floor depression way swing everything back way like skyscrapers rising floor floor giving rock around think toughest world whole wide world streets away gets roughest ai beat thrown shown grown,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115, Bless The Broken Road ,set narrow way many years ago hoping would find true love along broken road got lost time two wiped brow kept pushin could see every sign pointed straight every long lost dream led others broke heart like northern stars pointing way loving arms much know true god blessed broken road led straight yes think years spent passing like time lost give back smile take hand understand part grander plan coming true every long lost dream led others broke heart like northern stars pointing way loving arms much know true god blessed broken road led straight rolling home lover arms much know true god blessed broken road led straight god blessed broken road led straight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114, Blue Ain't Your Color ,see starring drink watchin ice sink alone tonight chances sittin bar ai gon na treat right well probably place gon na say anyway look like felt fire little fun smile little baby blue looks good sky looks good neon buzzin wall darling match eyes tellin need guy black white stealin thunder baby blue ai color tryna another pick kinda guy tryna drink tryna take home understand another man take sun turn ice cold well enough drink think might tell painter would change ya paint bright baby blue looks good sky looks good neon buzzin wall darling match eyes tellin need guy black white stealin thunder baby blue ai color blue looks good sky looks good neon buzzin wall darling match eyes tellin need guy black white stealin thunder baby blue ai color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117, 9 To 5 ,tumble outta bed stumble kitchen pour cup ambition yawnin stretchin try come life jump shower blood starts streets traffic starts folks like job workin way make barely gettin use mind never give credit enough drive crazy let service devotion would think would deserve fair promotion want move ahead boss wo seem let swear sometimes man get mmmmm let dream watch shatter step boss man ladder got dream never take away boat lot friends waitin day ship come tide gon na turn gon na roll away workin way make barely gettin use mind never get credit enough drive crazy let yeah got want better life think rich man game matter call spend life putting money wallet workin way make barely gettin use mind never give credit enough drive crazy love yeah got want better life think rich man game matter call spend life putting money wallet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116, All My Ex's Live In Texas ,chorus ex live texas texas place really love ex live texas hang hat tennessee rosanna texarkana wanted push broom sweet eileen abilene forgot hung moon allison galveston somehow lost sanity dimple lives got law looking chorus ex live texas texas place really love ex live texas hang hat tennessee instrumental remember old frio river learned swim brings mind another time wore welcome thin transcendental meditation go night always come back long daylight ex live texas texas place really love ex live texas therefore reside tennessee folks think rumored died alive well tennessee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111, I Just Want To Thank You Lord ,want thank lord every time heard pray want thank always came along made want shout want thank lord thank lord thousand lives live give lord good least could afford made good times number bad best friend ever want thank lord thank lord spoken verse want thank lord every time heard prayed want thank always always right beside times lord friend friend want take minute praise want thank lord every time heard pray want thank always came along made want shout want thank lord thank lord,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
