"id","lyric","title","description"
11,"Maybe
There I was
Waiting for a chance
Hoping that you'll understand
The things I wanna say
As my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try
To open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But I know to whom you should belong
I believed what you said to me
We should set each other free
That's how you want it to be
But my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try to open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
", Maybe ,Future
11,"Maybe
There I was
Waiting for a chance
Hoping that you'll understand
The things I wanna say
As my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try
To open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But I know to whom you should belong
I believed what you said to me
We should set each other free
That's how you want it to be
But my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try to open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
", Maybe ,Sadness
11,"Maybe
There I was
Waiting for a chance
Hoping that you'll understand
The things I wanna say
As my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try
To open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But I know to whom you should belong
I believed what you said to me
We should set each other free
That's how you want it to be
But my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try to open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
", Maybe ,Love
11,"Maybe
There I was
Waiting for a chance
Hoping that you'll understand
The things I wanna say
As my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try
To open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But I know to whom you should belong
I believed what you said to me
We should set each other free
That's how you want it to be
But my love went stronger than before
I wanna see you more and more
But you closed your door
Why don't you try to open up your heart
I won't take so much of your time
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
Maybe, it's wrong to say please love me too
'Cause I know you'll never do
Somebody else is waiting there inside for you
Maybe it's wrong to love you more each day
'Cause I know he's here to stay
But my love is strong
I don't know if this is wrong
But I know to whom you should belong
", Maybe ,Obsessive-compulsive
12,"Thank you for watching over me
All of the sleepless nights you lay awake
Thank you for knowing when to hold me close
and when to let me go
Thank you for every stepping stone
And for the path that always leads me home
I thank you for the time you took
to see the heart inside of me
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
Thank you for every sunlit day
That filled the corners of my memory
Thank you for every selfless unsung deed
I know you did for me
Thank you for giving me the choice
To search my soul till I could find my voice
And I thank you for teaching me
To be strong enough to bend
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
I thank God for a mother's love
", A Mothers Love ,Love
12,"Thank you for watching over me
All of the sleepless nights you lay awake
Thank you for knowing when to hold me close
and when to let me go
Thank you for every stepping stone
And for the path that always leads me home
I thank you for the time you took
to see the heart inside of me
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
Thank you for every sunlit day
That filled the corners of my memory
Thank you for every selfless unsung deed
I know you did for me
Thank you for giving me the choice
To search my soul till I could find my voice
And I thank you for teaching me
To be strong enough to bend
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
I thank God for a mother's love
", A Mothers Love ,Family
12,"Thank you for watching over me
All of the sleepless nights you lay awake
Thank you for knowing when to hold me close
and when to let me go
Thank you for every stepping stone
And for the path that always leads me home
I thank you for the time you took
to see the heart inside of me
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
Thank you for every sunlit day
That filled the corners of my memory
Thank you for every selfless unsung deed
I know you did for me
Thank you for giving me the choice
To search my soul till I could find my voice
And I thank you for teaching me
To be strong enough to bend
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
I thank God for a mother's love
", A Mothers Love ,Freedom
12,"Thank you for watching over me
All of the sleepless nights you lay awake
Thank you for knowing when to hold me close
and when to let me go
Thank you for every stepping stone
And for the path that always leads me home
I thank you for the time you took
to see the heart inside of me
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
Thank you for every sunlit day
That filled the corners of my memory
Thank you for every selfless unsung deed
I know you did for me
Thank you for giving me the choice
To search my soul till I could find my voice
And I thank you for teaching me
To be strong enough to bend
You gave me the roots to start this life
and then you gave me wings to fly
And I learned to dream
Because you believed in me
There's no power like it on this earth
No treasure equal to its worth
The gift of a mother's love
I thank God for a mother's love
", A Mothers Love ,Friendship
13,"Of all the boys I've known, and I've known some
Until I first met you, I was lonesome
And when you came in sight, dear, my heart grew light
And this old world seemed new to me
You're really swell, I have to admit you
Deserve expressions that really fit you
And so I've racked my brain, hoping to explain
All the things that you do to me
Bei mir bist du schoen, please let me explain
Bei mir bist du schoen means you're grand
Bei mir bist du schoen, again I'll explain
It means you're the fairest in the land
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say you understand
Bei mir bist du schoen, you've heard it all before
but let me try to explain
Bei mir bist du schoen means that you're grand
Bei mir bist du schoen, it's such an old refrain
and yet I should explain
It means I am begging for your hand
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say that you will understand
", Bei Mir Bist Du Schoen ,Loneliness
13,"Of all the boys I've known, and I've known some
Until I first met you, I was lonesome
And when you came in sight, dear, my heart grew light
And this old world seemed new to me
You're really swell, I have to admit you
Deserve expressions that really fit you
And so I've racked my brain, hoping to explain
All the things that you do to me
Bei mir bist du schoen, please let me explain
Bei mir bist du schoen means you're grand
Bei mir bist du schoen, again I'll explain
It means you're the fairest in the land
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say you understand
Bei mir bist du schoen, you've heard it all before
but let me try to explain
Bei mir bist du schoen means that you're grand
Bei mir bist du schoen, it's such an old refrain
and yet I should explain
It means I am begging for your hand
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say that you will understand
", Bei Mir Bist Du Schoen ,Love
13,"Of all the boys I've known, and I've known some
Until I first met you, I was lonesome
And when you came in sight, dear, my heart grew light
And this old world seemed new to me
You're really swell, I have to admit you
Deserve expressions that really fit you
And so I've racked my brain, hoping to explain
All the things that you do to me
Bei mir bist du schoen, please let me explain
Bei mir bist du schoen means you're grand
Bei mir bist du schoen, again I'll explain
It means you're the fairest in the land
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say you understand
Bei mir bist du schoen, you've heard it all before
but let me try to explain
Bei mir bist du schoen means that you're grand
Bei mir bist du schoen, it's such an old refrain
and yet I should explain
It means I am begging for your hand
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say that you will understand
", Bei Mir Bist Du Schoen ,Relationship
13,"Of all the boys I've known, and I've known some
Until I first met you, I was lonesome
And when you came in sight, dear, my heart grew light
And this old world seemed new to me
You're really swell, I have to admit you
Deserve expressions that really fit you
And so I've racked my brain, hoping to explain
All the things that you do to me
Bei mir bist du schoen, please let me explain
Bei mir bist du schoen means you're grand
Bei mir bist du schoen, again I'll explain
It means you're the fairest in the land
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say you understand
Bei mir bist du schoen, you've heard it all before
but let me try to explain
Bei mir bist du schoen means that you're grand
Bei mir bist du schoen, it's such an old refrain
and yet I should explain
It means I am begging for your hand
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I could say Bella, bella, even say Wunderbar
Each language only helps me tell you how grand you are
I've tried to explain, bei mir bist du schoen
So kiss me and say that you will understand
", Bei Mir Bist Du Schoen ,Respect
14,"You know I like my chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I was raised up beneath the shade of a Georgia pine
And that's home you know
Sweet tea pecan pie and homemade wine
Where the peaches grow
And my house it's not much to talk about
But it's filled with love that's grown in southern ground
And a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Well it's funny how it's the little things in life that mean the most
Not where you live or what you drive or the price tag on your clothes
There's no dollar sign on a peace of mind this I've come to know
So if you agree have a drink with me
Raise your glasses for a toast
To a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
I thank God for my life
And for the stars and stripes
May freedom forever fly, let it ring
Salute the ones who died
The ones that give their lives so we don't have to sacrifice
All the things we love
Like our chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Get a little chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
", Chicken Fried ,Family
14,"You know I like my chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I was raised up beneath the shade of a Georgia pine
And that's home you know
Sweet tea pecan pie and homemade wine
Where the peaches grow
And my house it's not much to talk about
But it's filled with love that's grown in southern ground
And a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Well it's funny how it's the little things in life that mean the most
Not where you live or what you drive or the price tag on your clothes
There's no dollar sign on a peace of mind this I've come to know
So if you agree have a drink with me
Raise your glasses for a toast
To a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
I thank God for my life
And for the stars and stripes
May freedom forever fly, let it ring
Salute the ones who died
The ones that give their lives so we don't have to sacrifice
All the things we love
Like our chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Get a little chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
", Chicken Fried ,Party
14,"You know I like my chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I was raised up beneath the shade of a Georgia pine
And that's home you know
Sweet tea pecan pie and homemade wine
Where the peaches grow
And my house it's not much to talk about
But it's filled with love that's grown in southern ground
And a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Well it's funny how it's the little things in life that mean the most
Not where you live or what you drive or the price tag on your clothes
There's no dollar sign on a peace of mind this I've come to know
So if you agree have a drink with me
Raise your glasses for a toast
To a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
I thank God for my life
And for the stars and stripes
May freedom forever fly, let it ring
Salute the ones who died
The ones that give their lives so we don't have to sacrifice
All the things we love
Like our chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Get a little chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
", Chicken Fried ,Nightlife
14,"You know I like my chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I was raised up beneath the shade of a Georgia pine
And that's home you know
Sweet tea pecan pie and homemade wine
Where the peaches grow
And my house it's not much to talk about
But it's filled with love that's grown in southern ground
And a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Well it's funny how it's the little things in life that mean the most
Not where you live or what you drive or the price tag on your clothes
There's no dollar sign on a peace of mind this I've come to know
So if you agree have a drink with me
Raise your glasses for a toast
To a little bit of chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
I thank God for my life
And for the stars and stripes
May freedom forever fly, let it ring
Salute the ones who died
The ones that give their lives so we don't have to sacrifice
All the things we love
Like our chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
Get a little chicken fried
Cold beer on a Friday night
A pair of jeans that fit just right
And the radio up
Well I've seen the sunrise
See the love in my woman's eyes
Feel the touch of a precious child
And know a mother's love
", Chicken Fried ,Youthful
16,"When he calls you, you don't have to answer right away
make him wait
And when he small talks before he asks you on a date
Make him wait
When his Pontiac's in the driveway and his eyes are midnight blue
Take a deep breath, do the opposite of what you wanna do
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay.
Girl, make him wait
Mmhmmmm, make him wait.
And when he says that, it'd be easier if you just stayed the night
Make him wait. (Mmhmmmm).
Your gonna wanna, if you think you just might
Make him wait, oooohhhh
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand.
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay
Girl, Make him wait
Oohhhhh, make him wait.
They taught me that love is worth the weight in gold
Like that ring on your hand, so
When you find the one that stays and calls
Then he won't mind
If you make him wait, in his Tux
Cellos sing you down the aisle
Walk slow, take your time
While your daddy cries, and your momma smiles
And they're throwin' rice into the air
And those tin cans roll away
And you look into his eyes, and realize
it's worth the while
to make him wait
Make him wait.
", Make Him Wait ,Mindset
16,"When he calls you, you don't have to answer right away
make him wait
And when he small talks before he asks you on a date
Make him wait
When his Pontiac's in the driveway and his eyes are midnight blue
Take a deep breath, do the opposite of what you wanna do
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay.
Girl, make him wait
Mmhmmmm, make him wait.
And when he says that, it'd be easier if you just stayed the night
Make him wait. (Mmhmmmm).
Your gonna wanna, if you think you just might
Make him wait, oooohhhh
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand.
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay
Girl, Make him wait
Oohhhhh, make him wait.
They taught me that love is worth the weight in gold
Like that ring on your hand, so
When you find the one that stays and calls
Then he won't mind
If you make him wait, in his Tux
Cellos sing you down the aisle
Walk slow, take your time
While your daddy cries, and your momma smiles
And they're throwin' rice into the air
And those tin cans roll away
And you look into his eyes, and realize
it's worth the while
to make him wait
Make him wait.
", Make Him Wait ,Feminism
16,"When he calls you, you don't have to answer right away
make him wait
And when he small talks before he asks you on a date
Make him wait
When his Pontiac's in the driveway and his eyes are midnight blue
Take a deep breath, do the opposite of what you wanna do
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay.
Girl, make him wait
Mmhmmmm, make him wait.
And when he says that, it'd be easier if you just stayed the night
Make him wait. (Mmhmmmm).
Your gonna wanna, if you think you just might
Make him wait, oooohhhh
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand.
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay
Girl, Make him wait
Oohhhhh, make him wait.
They taught me that love is worth the weight in gold
Like that ring on your hand, so
When you find the one that stays and calls
Then he won't mind
If you make him wait, in his Tux
Cellos sing you down the aisle
Walk slow, take your time
While your daddy cries, and your momma smiles
And they're throwin' rice into the air
And those tin cans roll away
And you look into his eyes, and realize
it's worth the while
to make him wait
Make him wait.
", Make Him Wait ,Relationship
16,"When he calls you, you don't have to answer right away
make him wait
And when he small talks before he asks you on a date
Make him wait
When his Pontiac's in the driveway and his eyes are midnight blue
Take a deep breath, do the opposite of what you wanna do
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay.
Girl, make him wait
Mmhmmmm, make him wait.
And when he says that, it'd be easier if you just stayed the night
Make him wait. (Mmhmmmm).
Your gonna wanna, if you think you just might
Make him wait, oooohhhh
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand.
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay
Girl, Make him wait
Oohhhhh, make him wait.
They taught me that love is worth the weight in gold
Like that ring on your hand, so
When you find the one that stays and calls
Then he won't mind
If you make him wait, in his Tux
Cellos sing you down the aisle
Walk slow, take your time
While your daddy cries, and your momma smiles
And they're throwin' rice into the air
And those tin cans roll away
And you look into his eyes, and realize
it's worth the while
to make him wait
Make him wait.
", Make Him Wait ,Love
16,"When he calls you, you don't have to answer right away
make him wait
And when he small talks before he asks you on a date
Make him wait
When his Pontiac's in the driveway and his eyes are midnight blue
Take a deep breath, do the opposite of what you wanna do
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay.
Girl, make him wait
Mmhmmmm, make him wait.
And when he says that, it'd be easier if you just stayed the night
Make him wait. (Mmhmmmm).
Your gonna wanna, if you think you just might
Make him wait, oooohhhh
Make him wait, by the phone
At the door to meet your dad.
Before that first kiss, he's gotta hold your hand.
You can't get it back when you give yourself away
Yeah boys gonna run but a real man's gonna stay
Girl, Make him wait
Oohhhhh, make him wait.
They taught me that love is worth the weight in gold
Like that ring on your hand, so
When you find the one that stays and calls
Then he won't mind
If you make him wait, in his Tux
Cellos sing you down the aisle
Walk slow, take your time
While your daddy cries, and your momma smiles
And they're throwin' rice into the air
And those tin cans roll away
And you look into his eyes, and realize
it's worth the while
to make him wait
Make him wait.
", Make Him Wait ,Youthful
17,"Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can
Your beauty is beyond compare
With flaming locks of auburn hair
With ivory skin and eyes of emerald green
Your smile is like a breath of spring
Your voice is soft like summer rain
And I cannot compete with you, Jolene
He talks about you in his sleep
And there's nothing I can do to keep
From crying when he calls your name, Jolene
But I can easily understand
How you could easily take my man
But you don't know what he means to me, Jolene
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can
You could have your choice of men
But I could never love again
He's the only one for me, Jolene
I had to have this talk with you
My happiness depends on you
And whatever you decide to do, Jolene
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him even though you can
Jolene, Jolene
", Jolene ,Fear
17,"Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can
Your beauty is beyond compare
With flaming locks of auburn hair
With ivory skin and eyes of emerald green
Your smile is like a breath of spring
Your voice is soft like summer rain
And I cannot compete with you, Jolene
He talks about you in his sleep
And there's nothing I can do to keep
From crying when he calls your name, Jolene
But I can easily understand
How you could easily take my man
But you don't know what he means to me, Jolene
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can
You could have your choice of men
But I could never love again
He's the only one for me, Jolene
I had to have this talk with you
My happiness depends on you
And whatever you decide to do, Jolene
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him even though you can
Jolene, Jolene
", Jolene ,Sadness
17,"Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can
Your beauty is beyond compare
With flaming locks of auburn hair
With ivory skin and eyes of emerald green
Your smile is like a breath of spring
Your voice is soft like summer rain
And I cannot compete with you, Jolene
He talks about you in his sleep
And there's nothing I can do to keep
From crying when he calls your name, Jolene
But I can easily understand
How you could easily take my man
But you don't know what he means to me, Jolene
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can
You could have your choice of men
But I could never love again
He's the only one for me, Jolene
I had to have this talk with you
My happiness depends on you
And whatever you decide to do, Jolene
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him even though you can
Jolene, Jolene
", Jolene ,Loneliness
18,"Many, many years ago when I was 23
I was married to a widow who was pretty as can be
This widow had a grown-up daughter who had hair of red
My father fell in love with her and soon they too were wed
This made my dad my son-in-law and really changed my life
For now my daughter was my mother 'cause she was my father's wife
And to complicate the matter even though it brought me joy
I soon became the father of a bouncing baby boy
My little baby then became a brother-in-law to dad
And so he became my uncle though it mad me very sad
For if he were my uncle that would also made him brother
Of the widows grown-up daughter who was of course my stepmother
Father's wife then had a son who kept them on the run
And he became my grandchild for he was my daughter's son
My wife is now my mother's mother and it makes me blue
Because although she is my wife she's my grandmother two
Now if my wife is my grandmother then I'm her grandchild
And every time I think of it, nearly drives me wild
'Cause now I have become the strangest case you ever saw
As husband of my grandmother I am my own grandpaw
Oh I'm my own grandpaw
I'm my own grandpaw
It sounds funny I know but it really is so
I'm my own grandpaw
(Listen to this now)
I'm my own grandpaw
I'm my own grandpaw
I'm my own grandpaw
", I'm My Own Grandpa ,Psychotic
18,"Many, many years ago when I was 23
I was married to a widow who was pretty as can be
This widow had a grown-up daughter who had hair of red
My father fell in love with her and soon they too were wed
This made my dad my son-in-law and really changed my life
For now my daughter was my mother 'cause she was my father's wife
And to complicate the matter even though it brought me joy
I soon became the father of a bouncing baby boy
My little baby then became a brother-in-law to dad
And so he became my uncle though it mad me very sad
For if he were my uncle that would also made him brother
Of the widows grown-up daughter who was of course my stepmother
Father's wife then had a son who kept them on the run
And he became my grandchild for he was my daughter's son
My wife is now my mother's mother and it makes me blue
Because although she is my wife she's my grandmother two
Now if my wife is my grandmother then I'm her grandchild
And every time I think of it, nearly drives me wild
'Cause now I have become the strangest case you ever saw
As husband of my grandmother I am my own grandpaw
Oh I'm my own grandpaw
I'm my own grandpaw
It sounds funny I know but it really is so
I'm my own grandpaw
(Listen to this now)
I'm my own grandpaw
I'm my own grandpaw
I'm my own grandpaw
", I'm My Own Grandpa ,Maniac
18,"Many, many years ago when I was 23
I was married to a widow who was pretty as can be
This widow had a grown-up daughter who had hair of red
My father fell in love with her and soon they too were wed
This made my dad my son-in-law and really changed my life
For now my daughter was my mother 'cause she was my father's wife
And to complicate the matter even though it brought me joy
I soon became the father of a bouncing baby boy
My little baby then became a brother-in-law to dad
And so he became my uncle though it mad me very sad
For if he were my uncle that would also made him brother
Of the widows grown-up daughter who was of course my stepmother
Father's wife then had a son who kept them on the run
And he became my grandchild for he was my daughter's son
My wife is now my mother's mother and it makes me blue
Because although she is my wife she's my grandmother two
Now if my wife is my grandmother then I'm her grandchild
And every time I think of it, nearly drives me wild
'Cause now I have become the strangest case you ever saw
As husband of my grandmother I am my own grandpaw
Oh I'm my own grandpaw
I'm my own grandpaw
It sounds funny I know but it really is so
I'm my own grandpaw
(Listen to this now)
I'm my own grandpaw
I'm my own grandpaw
I'm my own grandpaw
", I'm My Own Grandpa ,Love
19,"Livin on the road my friend, is gonna keep you free and clean
Now you wear your skin like iron
Your breath as hard as kerosene
You weren't your momma's only boy, but her favorite one it seems
She began to cry when you said goodbye
And sank into your dreams
Pancho was a bandit boy, his horse was fast as polished steel
He wore his gun outside his pants
For all the honest world to feel
Pancho met his match you know on the deserts down in Mexico
Nobody heard his dyin words, ah but that's the way it goes
All the Federales say, they could've had him any day
They only let him slip away, out of kindness I suppose
Lefty he can't sing the blues all night long like he used to
The dust that Pancho bit down south ended up in Lefty's mouth
The day they laid poor Pancho low, Lefty split for Ohio
Where he got the bread to go, there ain't nobody knows
All the Federales say, they could've had him any day
They only let him slip away out of kindness I suppose
The boys tell how old Pancho fell, and Lefty's livin in cheap hotels
The desert's quiet, Cleveland's cold
And so the story ends we're told
Pancho needs your prayers it's true, but save a few for Lefty too
He only did what he had to do, and now he's growing old
All the Federales say, they could've had him any day
They only let him go so long, out of kindness I suppose
A few gray Federales say, they could've had him any day
They only let him go so long, out of kindness I suppose
", Pancho And Lefty ,Country-Life
